code,name,截止日期,盈利(百萬),盈利增長(%),每股盈利,每股盈利增長(%),每股派息,市盈率(倍),周息率(%),派息比率(%),每股賬面資產淨值,基準貨幣,兌換比率
00894,萬裕科技,2016/12,-15,66.95,-0.0313,66.81,0.0000,-42.49,0.00,0.00,2.6126,港元,1
00894,萬裕科技,2017/12,48,-,0.1013,-,0.0000,9.28,0.00,0.00,2.9787,港元,1
00894,萬裕科技,2018/12,43,-10.65,0.0905,-10.66,0.0000,3.43,0.00,0.00,2.9033,港元,1
00894,萬裕科技,2019/12,32,-26.64,0.0664,-26.63,0.0000,4.44,0.00,0.00,2.8590,港元,1
00895,東江環保s,2015/12,391,24.56,0.4587,-50.33,0.0941,28.95,0.71,20.51,3.7245,港元,1.1761
00895,東江環保s,2016/12,593,51.68,0.6890,50.21,0.1345,15.30,1.28,19.52,4.1197,港元,1.11125
00895,東江環保s,2017/12,568,-4.33,0.6594,-4.29,0.1930,13.36,2.19,29.27,5.0334,港元,1.1989
00895,東江環保s,2018/12,464,-18.16,0.5351,-18.84,0.1594,10.73,2.78,29.79,5.1879,港元,1.1386
00895,東江環保s,2019/12,474,2.00,0.5364,0.24,0.1676,10.65,2.94,31.25,-,港元,1.1175
00896,興勝創建,2015/03,419,169.24,0.5530,90.69,0.0550,2.26,4.40,9.95,3.2510,港元,1
00896,興勝創建,2016/03,636,51.65,0.8000,44.67,0.0750,1.76,5.32,9.38,2.6042,港元,1
00896,興勝創建,2017/03,517,-18.68,0.5100,-36.25,0.0720,2.78,5.07,14.12,2.9543,港元,1
00896,興勝創建,2018/03,616,19.22,0.6240,22.35,0.0720,2.16,5.33,11.54,3.5613,港元,1
00896,興勝創建,2019/03,578,-6.21,0.5570,-10.74,0.0750,1.90,7.08,13.46,3.4647,港元,1
00897,位元堂,2015/03,121,-25.95,0.5132,928.46,0.0000,1.17,0.00,0.00,0.4834,港元,1
00897,位元堂,2016/03,25,-79.02,0.0509,-90.08,0.0000,7.37,0.00,0.00,7.3430,港元,1
00897,位元堂,2017/03,-93,-,-0.1057,-,0.0000,-3.17,0.00,0.00,2.0960,港元,1
00897,位元堂,2018/03,-116,-23.88,-0.0914,13.53,0.0000,-2.56,0.00,0.00,2.0191,港元,1
00897,位元堂,2019/03,75,-,0.0598,-,0.0000,4.93,0.00,0.00,1.9844,港元,1
00898,萬事昌國際,2015/12,660,37.39,0.1578,37.46,0.0130,2.63,3.13,8.24,1.2645,港元,1
00898,萬事昌國際,2016/12,516,-21.71,0.1235,-21.74,0.0135,3.77,2.90,10.93,1.3571,港元,1
00898,萬事昌國際,2017/12,651,26.15,0.1558,26.15,0.0135,2.82,3.07,8.66,1.5499,港元,1
00898,萬事昌國際,2018/12,733,12.44,0.1752,12.45,0.0135,1.91,4.03,7.71,1.6747,港元,1
00898,萬事昌國際,2019/12,531,-27.51,0.1270,-27.51,0.0135,2.40,4.43,10.63,-,港元,1
00899,亞洲資源,2015/03,-157,24.11,-0.0840,91.92,0.0000,-2.98,0.00,0.00,0.3889,港元,1
00899,亞洲資源,2016/03,-76,51.51,-0.0180,78.57,0.0000,-6.17,0.00,0.00,0.3832,港元,1
00899,亞洲資源,2017/03,-93,-21.77,-0.0170,5.56,0.0000,-6.18,0.00,0.00,0.3526,港元,1
00899,亞洲資源,2018/03,-124,-33.62,-0.0210,-23.53,0.0000,-2.19,0.00,0.00,0.3381,港元,1
00899,亞洲資源,2019/03,-159,-27.95,-0.0220,-4.76,0.0000,-1.32,0.00,0.00,0.2908,港元,1
00900,Aeon信貸財務,2016/02,250,-11.49,0.5969,-11.49,0.3600,9.38,6.43,60.31,6.0740,港元,1
00900,Aeon信貸財務,2017/02,299,19.53,0.7135,19.53,0.3800,8.86,6.01,53.26,6.5480,港元,1
00900,Aeon信貸財務,2018/02,371,24.21,0.8863,24.22,0.4200,7.36,6.44,47.39,7.1759,港元,1
00900,Aeon信貸財務,2019/02,437,17.81,1.0441,17.80,0.4400,5.02,8.40,42.14,7.6192,港元,1
00900,Aeon信貸財務,2020/02,370,-15.36,0.8837,-15.36,0.4400,6.20,8.03,49.79,-,港元,1
00901,鷹力投資,2015/12,-60,-139.67,-0.0400,-135.29,0.0000,-5.88,0.00,0.00,0.0321,港元,1
00901,鷹力投資,2016/12,-77,-27.17,-0.0500,-25.00,0.0000,-5.20,0.00,0.00,0.0002,港元,1
00901,鷹力投資,2017/12,-45,41.09,-0.0270,46.00,0.0000,-5.33,0.00,0.00,0.0003,港元,1
00901,鷹力投資,2018/12,-53,-17.72,-0.0300,-11.11,0.0000,-2.50,0.00,0.00,-0.0292,港元,1
00901,鷹力投資,2019/12,-43674,-81889.36,-0.0240,20.00,0.0000,-2.71,0.00,0.00,-0.0534,港元,1
00902,華能國際電力股份s,2015/12,16056,19.61,1.1055,16.57,0.5528,4.75,10.53,50.00,6.5103,港元,1.1761
00902,華能國際電力股份s,2016/12,9468,-41.03,0.6223,-43.71,0.3223,7.86,6.59,51.79,6.2874,港元,1.11125
00902,華能國際電力股份s,2017/12,1894,-80.00,0.1199,-80.73,0.1199,39.20,2.55,100.00,6.9126,港元,1.1989
00902,華能國際電力股份s,2018/12,836,-55.85,0.0342,-71.51,0.1139,82.26,4.05,333.33,6.8495,港元,1.1386
00902,華能國際電力股份s,2019/12,856,2.41,0.0112,-67.28,0.1509,246.98,5.47,1.35K,-,港元,1.1175
00904,中綠,2015/04,-337,42.71,-0.4986,10.69,0.0000,-0.32,0.00,0.00,2.1940,港元,1.2491
00904,中綠,2016/04,-1149,-241.21,-1.0575,-112.07,0.0000,-0.02,0.00,0.00,3.0963,港元,1.1953
00904,中綠,2017/04,-1292,-12.46,-0.2429,77.03,0.0000,-0.09,0.00,0.00,0.3885,港元,1.12655
00904,中綠,2018/04,-673,47.94,-1.9388,-698.23,0.0000,-0.10,0.00,0.00,0.3368,港元,1.2428
00904,中綠,2019/04,-750,-11.54,-2.1167,-9.18,0.0000,-0.07,0.00,0.00,3.9013,港元,1.163
00905,環球大通投資,2015/12,-64,-263.85,-0.3244,-20.37,0.0000,-1.00,0.00,0.00,0.3502,港元,1
00905,環球大通投資,2016/12,-87,-35.93,-0.1902,41.37,0.0000,-1.50,0.00,0.00,0.7014,港元,1
00905,環球大通投資,2017/12,26,-,0.0378,-,0.0000,4.66,0.00,0.00,0.7414,港元,1
00905,環球大通投資,2018/12,-141,-,-0.2017,-,0.0000,-0.35,0.00,0.00,0.5545,港元,1
00905,環球大通投資,2019/12,-91,35.35,-0.1304,35.35,0.0000,-0.54,0.00,0.00,-,港元,1
00906,中糧包裝s,2015/12,333,-22.91,0.3293,-24.60,0.0720,13.76,1.59,21.86,4.9662,港元,1.1761
00906,中糧包裝s,2016/12,327,-1.78,0.3112,-5.51,0.1389,15.94,2.80,44.64,4.4569,港元,1.11125
00906,中糧包裝s,2017/12,372,13.92,0.3117,0.18,0.1583,11.04,4.60,50.77,5.0786,港元,1.1989
00906,中糧包裝s,2018/12,290,-21.99,0.2505,-19.64,0.1230,9.14,5.37,49.09,4.7471,港元,1.1386
00906,中糧包裝s,2019/12,338,16.24,0.2906,15.99,0.1453,8.88,5.63,50.00,-,港元,1.1175
00907,高雅光學,2015/03,-84,-23.32,-0.2603,-23.36,0.0000,-9.49,0.00,0.00,1.0900,港元,1
00907,高雅光學,2016/03,-87,-2.97,-0.2680,-2.96,0.0000,-6.90,0.00,0.00,0.8115,港元,1
00907,高雅光學,2017/03,8,-,0.0248,-,0.0000,74.19,0.00,0.00,0.8210,港元,1
00907,高雅光學,2018/03,-14,-,-0.0396,-,0.0000,-6.94,0.00,0.00,0.9322,港元,1
00907,高雅光學,2019/03,-99,-601.92,-0.2478,-525.76,0.0000,-0.41,0.00,0.00,0.7504,港元,1
00908,珠海控股投資,2015/12,125,110.14,0.0877,108.81,0.0200,13.23,1.72,22.81,1.5633,港元,1
00908,珠海控股投資,2016/12,85,-32.09,0.0593,-32.38,0.0500,17.03,4.95,84.32,1.4348,港元,1
00908,珠海控股投資,2017/12,74,-12.96,0.0517,-12.86,0.0200,19.16,2.02,38.70,1.5506,港元,1.1989
00908,珠海控股投資,2018/12,202,173.47,0.1412,173.23,0.0200,8.36,1.69,14.17,1.5525,港元,1.1386
00908,珠海控股投資,2019/12,91,-55.05,0.0635,-55.04,0.0000,19.06,0.00,0.00,-,港元,1.1175
00910,中國三迪,2016/03,161,-,0.0900,-,0.0000,3.00,0.00,0.00,1.2523,港元,1
00910,中國三迪,2017/03,-169,-,-0.0404,-,0.0000,-11.14,0.00,0.00,0.8984,港元,1
00910,中國三迪,2018/03,156,-,0.0360,-,0.0000,15.28,0.00,0.00,0.7620,港元,1
00910,中國三迪,2018/12,-81,-,-0.0182,-,0.0000,-30.22,0.00,0.00,0.6910,港元,1
00910,中國三迪,2019/12,539,-,0.1084,-,0.0000,5.17,0.00,0.00,0.8667,港元,1.1175
00911,前海健康,2015/12,-438,-,-0.0877,-,0.0060,-0.94,7.32,-6.84,0.0253,港元,1
00911,前海健康,2016/12,-526,-19.92,-0.0373,57.47,0.0000,-2.06,0.00,0.00,0.0365,港元,1
00911,前海健康,2017/12,36,-,0.0211,-,0.0010,11.80,0.40,4.74,0.0391,港元,1
00911,前海健康,2018/12,5,-85.86,0.0030,-85.78,0.0000,57.67,0.00,0.00,0.3755,港元,1
00911,前海健康,2019/12,27,426.82,0.0158,426.67,0.0000,9.11,0.00,0.00,0.3913,港元,1
00912,信佳國際,2015/03,170,109.12,0.6255,108.99,0.2000,3.63,8.81,31.97,2.3628,港元,1
00912,信佳國際,2016/03,80,-53.03,0.2894,-53.73,0.1500,9.05,5.73,51.83,2.4096,港元,1
00912,信佳國際,2017/03,62,-22.86,0.2212,-23.57,0.1500,9.76,6.94,67.81,2.3851,港元,1
00912,信佳國際,2018/03,74,20.03,0.2629,18.85,0.1500,7.15,7.98,57.06,2.5879,港元,1
00912,信佳國際,2019/03,56,-25.04,0.1964,-25.29,0.1200,6.98,8.76,61.10,2.5526,港元,1
00913,合一投資,2015/12,113,-57.94,0.2200,-48.84,0.0000,0.54,0.00,0.00,0.3585,港元,1
00913,合一投資,2016/12,-369,-,-0.3400,-,0.0000,-0.18,0.00,0.00,0.6363,港元,1
00913,合一投資,2017/12,-613,-66.29,-0.3400,0.00,0.0000,-0.15,0.00,0.00,0.2463,港元,1
00913,合一投資,2018/12,-123,79.90,-0.6600,-94.12,0.0000,-0.21,0.00,0.00,0.1800,港元,1
00913,合一投資,2019/12,-71,42.70,-0.3800,42.42,0.0000,-0.51,0.00,0.00,-,港元,1
00914,海螺水泥s,2015/12,8866,-35.30,1.6701,-35.35,0.5057,16.65,1.82,30.28,15.5682,港元,1.1761
00914,海螺水泥s,2016/12,9528,7.46,1.8002,7.79,0.5556,23.66,1.30,30.86,16.0017,港元,1.11125
00914,海螺水泥s,2017/12,19061,100.06,3.5967,99.79,1.4387,12.78,3.13,40.00,20.1690,港元,1.1989
00914,海螺水泥s,2018/12,33997,78.36,6.4103,78.23,1.9242,7.88,3.81,30.02,24.1665,港元,1.1386
00914,海螺水泥s,2019/12,37581,10.54,7.0961,10.70,2.2350,8.20,3.84,31.50,28.9294,港元,1.1175
00915,道和環球,2016/04,-4,-,-0.0124,-,0.0147,-934.82,0.13,-118.75,0.0901,港元,7.7555
00915,道和環球,2017/04,2,-,0.0023,-,0.0046,295.71,0.67,197.14,0.8955,港元,7.778
00915,道和環球,2017/12,-595,-,-0.4095,-,0.0000,-0.56,0.00,0.00,0.5771,港元,7.814
00915,道和環球,2018/12,-659,-10.75,-0.4371,-6.76,0.0000,-0.39,0.00,0.00,0.1273,港元,7.834
00915,道和環球,2019/12,-121,81.72,-0.0802,81.65,0.0000,-1.73,0.00,0.00,-,港元,7.787
00916,龍源電力s,2015/12,3385,6.19,0.4213,6.19,0.0843,16.00,1.25,20.02,5.1431,港元,1.17605
00916,龍源電力s,2016/12,3795,12.12,0.4723,12.11,0.0945,11.41,1.75,20.00,5.2405,港元,1.11125
00916,龍源電力s,2017/12,4422,16.50,0.5502,16.49,0.1101,10.85,1.84,20.00,6.8812,港元,1.1989
00916,龍源電力s,2018/12,4468,1.04,0.5560,1.05,0.1112,7.32,2.73,20.01,6.9758,港元,1.1386
00916,龍源電力s,2019/12,4833,8.18,0.6014,8.18,0.1202,5.95,3.36,19.99,6.6651,港元,1.1175
00918,國能國際資產,2016/03,-26,-,-0.0330,-,0.0000,-15.15,0.00,0.00,0.0515,港元,1
00918,國能國際資產,2017/03,-13,50.19,-0.0164,50.30,0.0000,-12.99,0.00,0.00,0.0355,港元,1
00918,國能國際資產,2018/03,13,-,0.0172,-,0.0000,11.69,0.00,0.00,0.0585,港元,1
00918,國能國際資產,2019/03,-28,-,-0.0364,-,0.0000,-5.52,0.00,0.00,0.0295,港元,1
00918,國能國際資產,2019/12,-,-,-,-,-,-,0.00,-,-,-,1
00919,現代美容,2015/03,69,25.54,0.0788,25.48,0.0550,5.52,12.64,69.80,0.1956,港元,1
00919,現代美容,2016/03,10,-84.94,0.0119,-84.90,0.0100,31.93,2.63,84.03,0.0829,港元,1
00919,現代美容,2017/03,33,220.84,0.0378,217.65,0.0225,7.14,8.33,59.52,0.1358,港元,1
00919,現代美容,2018/03,-23,-,-0.0253,-,0.0000,-7.19,0.00,0.00,0.0949,港元,1
00919,現代美容,2019/03,-13,41.86,-0.0147,41.90,0.0000,-7.55,0.00,0.00,0.2004,港元,1
00921,海信家電集團s,2015/12,683,-18.67,0.5057,-18.95,0.1764,21.04,1.66,34.88,3.4902,港元,1.1761
00921,海信家電集團s,2016/12,1209,77.10,0.8890,75.79,0.3334,11.97,3.13,37.50,3.9692,港元,1.11125
00921,海信家電集團s,2017/12,2395,98.13,1.7624,98.24,0.5275,6.04,4.96,29.93,5.6705,港元,1.1989
00921,海信家電集團s,2018/12,1568,-34.51,1.1500,-34.75,0.3450,5.98,5.01,30.00,6.1427,港元,1.1386
00921,海信家電集團s,2019/12,2004,27.80,1.4751,28.27,0.4414,4.94,6.06,29.92,-,港元,1.1175
00922,安賢園中國,2015/03,37,554.40,0.0057,533.33,0.0000,22.81,0.00,0.00,0.1027,港元,1
00922,安賢園中國,2016/03,9,-74.71,0.0014,-75.44,0.0000,48.57,0.00,0.00,0.0996,港元,1
00922,安賢園中國,2017/03,6,-34.07,0.0009,-35.71,0.0000,68.89,0.00,0.00,0.0936,港元,1
00922,安賢園中國,2018/03,17,168.11,0.0236,2.52K,0.0000,11.86,0.00,0.00,0.0862,港元,1
00922,安賢園中國,2019/03,17,2.10,0.0231,-2.12,0.0000,5.15,0.00,0.00,0.8250,港元,1
00923,綜合環保集團,2015/03,-150,69.15,-0.0420,79.10,0.0000,-3.00,0.00,0.00,0.2605,港元,1
00923,綜合環保集團,2016/03,-104,30.43,-0.0220,47.62,0.0000,-6.64,0.00,0.00,0.2395,港元,1
00923,綜合環保集團,2017/03,-81,21.98,-0.0170,22.73,0.0000,-6.47,0.00,0.00,0.2228,港元,1
00923,綜合環保集團,2018/03,-81,0.29,-0.0170,0.00,0.0000,-5.18,0.00,0.00,0.2067,港元,1
00923,綜合環保集團,2019/03,-52,36.36,-0.0110,35.29,0.0000,-3.45,0.00,0.00,0.1961,港元,1
00924,坤集團,2016/06,18,-,0.0000,-,0.0000,-,-,-,-,港元,5.74
00924,坤集團,2017/06,22,23.53,0.0000,-,0.0000,-,-,-,-,港元,5.67
00924,坤集團,2018/06,20,-7.05,0.0000,-,0.0000,-,-,-,-,港元,5.76
00924,坤集團,2019/06,21,4.56,0.0283,-,0.0000,0.00,-,0.00,2.7629K,港元,5.7765
00924,坤集團,,,,,,,,,,,,
00925,北京建設,2015/12,277,65.86,0.0409,62.30,0.0000,9.78,0.00,0.00,0.6237,港元,1
00925,北京建設,2016/12,115,-58.32,0.0171,-58.19,0.0000,15.50,0.00,0.00,0.5410,港元,1
00925,北京建設,2017/12,301,160.82,0.0441,157.89,0.0000,5.78,0.00,0.00,0.6449,港元,1
00925,北京建設,2018/12,-24,-,-0.0034,-,0.0000,-32.94,0.00,0.00,0.5640,港元,1
00925,北京建設,2019/12,-504,-2029.45,-0.0723,-2026.47,0.0000,-1.56,0.00,0.00,-,港元,1
00926,碧生源控股,2015/12,109,93.14,0.0708,92.98,0.1126,7.06,22.51,158.97,0.9305,港元,1.1761
00926,碧生源控股,2016/12,-76,-,-0.0507,-,0.0000,-9.08,0.00,0.00,0.7422,港元,1.11125
00926,碧生源控股,2017/12,5,-,0.0032,-,0.0000,118.94,0.00,0.00,0.7790,港元,1.1989
00926,碧生源控股,2018/12,-109,-,-0.0681,-,0.0000,-4.85,0.00,0.00,0.6733,港元,1.1386
00926,碧生源控股,2019/12,181,-,0.1138,-,0.1100,2.46,39.28,96.69,0.6640,港元,1.1175
00927,富士高實業,2015/03,13,-79.78,0.0300,-79.87,0.0900,34.67,8.65,300.00,1.7981,港元,1
00927,富士高實業,2016/03,11,-10.66,0.0270,-10.00,0.0700,40.74,6.36,259.26,1.6974,港元,1
00927,富士高實業,2017/03,3,-75.40,0.0070,-74.07,0.0800,178.57,6.40,1.14K,1.5818,港元,1
00927,富士高實業,2018/03,31,1.00K,0.0730,942.86,0.0900,14.93,8.26,123.29,1.6390,港元,1
00927,富士高實業,2019/03,40,32.68,0.0960,31.51,0.0900,9.06,10.34,93.75,1.5806,港元,1
00928,蓮和醫療,2015/03,-45,59.09,-0.0211,67.54,0.0000,-15.88,0.00,0.00,0.0478,港元,1
00928,蓮和醫療,2016/03,-34,24.26,-0.0132,37.44,0.0000,-15.23,0.00,0.00,0.0302,港元,1
00928,蓮和醫療,2017/03,-38,-9.72,-0.0130,1.52,0.0000,-21.92,0.00,0.00,0.0784,港元,1
00928,蓮和醫療,2018/03,-94,-150.15,-0.0187,-43.85,0.0000,-1.60,0.00,0.00,0.0758,港元,1
00928,蓮和醫療,2019/03,-119,-26.12,-0.0223,-19.25,0.0000,-1.43,0.00,0.00,0.0539,港元,1
00929,國際精密,2015/12,86,-9.23,0.0926,-9.39,0.0350,22.35,1.69,37.80,1.5432,港元,1
00929,國際精密,2016/12,110,28.00,0.1066,15.12,0.0450,14.73,2.87,42.21,1.4147,港元,1
00929,國際精密,2017/12,115,4.18,0.1091,2.35,0.0380,8.80,3.96,34.83,1.6155,港元,1
00929,國際精密,2018/12,85,-25.68,0.0811,-25.66,0.0090,9.00,1.23,11.10,1.6095,港元,1
00929,國際精密,2019/12,40,-52.72,0.0383,-52.77,0.0050,17.75,0.74,13.05,1.6319,港元,1
00931,中國天然氣,2014/12,294,1.33K,0.0055,129.17,0.0004,51.82,0.14,7.27,0.0437,港元,1
00931,中國天然氣,2015/12,401,36.54,0.0071,29.09,0.0010,24.37,0.58,14.08,0.0150,港元,1
00931,中國天然氣,2016/12,92,-77.05,0.0163,129.86,0.0000,73.53,0.00,0.00,0.0151,港元,1
00931,中國天然氣,2017/12,-124,-,-0.0221,-,0.0000,-26.24,0.00,0.00,0.1357,港元,1
00931,中國天然氣,2019/03,-254,-,-0.0451,-,0.0000,-5.12,0.00,0.00,0.0811,港元,1
00932,順騰國際控股,2015/03,32,-,0.0610,-,0.0250,0.00,-,40.98,0.3509,港元,1
00932,順騰國際控股,2016/03,10,-66.94,0.0200,-67.21,0.0000,0.00,-,0.00,0.3474,港元,1
00932,順騰國際控股,2017/03,13,22.31,0.0060,-70.00,0.0000,0.00,-,0.00,0.4011,港元,1
00932,順騰國際控股,2018/03,-139,-,-0.0660,-,0.0000,0.00,-,0.00,0.0541,港元,1
00932,順騰國際控股,2019/03,-4,96.88,-0.0020,96.97,0.0000,0.00,-,0.00,0.0763,港元,1
00933,光匯石油,2012/06,306,-75.94,0.0410,-78.19,0.0000,31.46,0.00,0.00,0.8554,港元,1
00933,光匯石油,2013/06,-722,-,-0.0820,-,0.0000,-28.41,0.00,0.00,0.7867,港元,1
00933,光匯石油,2014/06,599,-,0.0680,-,0.0000,43.82,0.00,0.00,0.8613,港元,1
00933,光匯石油,2015/06,1387,131.39,0.1560,129.41,0.0200,14.04,0.91,12.82,1.0561,港元,1
00933,光匯石油,2016/06,844,-39.14,0.0830,-46.79,0.0000,18.07,0.00,0.00,1.1032,港元,1
00934,中石化冠德s,2015/12,1027,0.83,0.4130,0.83,0.0500,10.39,1.17,12.11,3.7702,港元,1
00934,中石化冠德s,2016/12,1005,-2.10,0.4043,-2.11,0.0700,11.77,1.47,17.31,3.8462,港元,1
00934,中石化冠德s,2017/12,1208,20.16,0.4859,20.18,0.1200,8.07,3.06,24.70,4.5583,港元,1
00934,中石化冠德s,2018/12,1262,4.48,0.5076,4.47,0.1500,5.40,5.47,29.55,4.6909,港元,1
00934,中石化冠德s,2019/12,1285,1.83,0.5169,1.83,0.2000,6.52,5.93,38.69,4.8988,港元,1
00935,龍翔集團,2015/12,77,-4.71,0.0695,-4.66,0.0430,21.58,2.87,61.87,0.8206,港元,1
00935,龍翔集團,2016/12,71,-8.45,0.0626,-9.93,0.0430,16.93,4.06,68.69,0.8228,港元,1
00935,龍翔集團,2017/12,50,-28.79,0.0412,-34.19,0.0300,17.72,4.11,72.82,0.8912,港元,1
00935,龍翔集團,2018/12,67,33.13,0.0548,33.01,0.0400,9.67,7.55,72.99,0.8632,港元,1
00935,龍翔集團,2019/12,39,-42.05,0.0318,-41.97,0.0250,18.24,4.31,78.62,0.8446,港元,1
00936,鵬程亞洲,2015/12,-42,-279.41,-0.0530,-278.57,0.0000,-14.91,0.00,0.00,0.1771,港元,1
00936,鵬程亞洲,2016/12,-72,-71.63,-0.0825,-55.66,0.0000,-10.55,0.00,0.00,0.2685,港元,1
00936,鵬程亞洲,2017/12,-47,34.23,-0.0489,40.73,0.0000,-16.36,0.00,0.00,0.3057,港元,1
00936,鵬程亞洲,2018/12,-43,10.07,-0.0403,17.59,0.0000,-17.37,0.00,0.00,0.2565,港元,1
00936,鵬程亞洲,2019/12,-32,24.60,-0.0304,24.57,0.0000,-21.71,0.00,0.00,-,港元,1
00938,民生國際,2015/03,11,-83.96,0.0084,-84.30,0.0000,78.57,0.00,0.00,0.5468,港元,1
00938,民生國際,2016/03,51,366.27,0.0333,296.43,0.0000,13.81,0.00,0.00,0.6345,港元,1
00938,民生國際,2017/03,-122,-,-0.0696,-,0.0000,-6.75,0.00,0.00,0.5180,港元,1
00938,民生國際,2018/03,-93,24.01,-0.0486,30.17,0.0000,-10.29,0.00,0.00,0.5374,港元,1
00938,民生國際,2019/03,-129,-39.58,-0.0678,-39.51,0.0000,-6.34,0.00,0.00,0.4064,港元,1
00939,建設銀行s,2015/12,268321,-5.62,1.0703,-5.75,0.3223,6.36,4.73,30.11,6.7459,港元,1.1761
00939,建設銀行s,2016/12,257210,-4.14,1.0224,-4.48,0.3089,8.08,3.74,30.22,7.0072,港元,1.11125
00939,建設銀行s,2017/12,290450,12.92,1.1509,12.58,0.3489,5.96,5.09,30.31,8.5346,港元,1.1989
00939,建設銀行s,2018/12,289950,-0.17,1.1386,-1.07,0.3484,5.52,5.54,30.60,9.0012,港元,1.1386
00939,建設銀行s,2019/12,298074,2.80,1.1734,3.05,0.3576,5.12,5.95,30.48,9.9062,港元,1.1175
00941,中國移動s,2015/12,127653,-6.34,6.2333,-7.16,2.7210,14.00,3.12,43.65,52.6913,港元,1.1761
00941,中國移動s,2016/12,120838,-5.34,5.9007,-5.34,2.7320,12.25,3.78,46.30,53.1336,港元,1.11125
00941,中國移動s,2017/12,137009,13.38,6.6899,13.37,6.4050,13.04,7.34,95.74,57.7119,港元,1.1989
00941,中國移動s,2018/12,134105,-2.12,6.5470,-2.14,3.2170,7.45,6.59,49.14,58.5221,港元,1.1386
00941,中國移動s,2019/12,119171,-11.14,5.8222,-11.07,3.2500,10.49,5.32,55.82,60.2411,港元,1.1175
00943,意科控股,2015/12,-49,-146.98,-0.1726,44.86,0.0000,-0.53,0.00,0.00,1.2038,港元,1
00943,意科控股,2016/12,-39,20.07,-0.0287,83.37,0.0000,-8.01,0.00,0.00,0.4032,港元,1
00943,意科控股,2017/12,-44,-11.28,-0.0251,12.54,0.0000,-6.77,0.00,0.00,0.1206,港元,1
00943,意科控股,2018/12,55,-,0.0065,-,0.0000,22.62,0.00,0.00,0.1383,港元,1
00943,意科控股,2019/12,-70,-,-0.0066,-,0.0000,-19.09,0.00,0.00,-,港元,1
00945,宏利金融,2015/12,12226,-47.71,5.9148,-51.34,3.7107,24.50,2.56,62.74,116.4641,港元,5.58
00945,宏利金融,2016/12,16911,38.32,8.1984,38.61,4.2724,18.75,2.78,52.11,122.2590,港元,5.7735
00945,宏利金融,2017/12,13081,-22.65,6.0927,-25.68,5.0979,21.83,3.83,83.67,128.6574,港元,6.217
00945,宏利金融,2018/12,27600,111.00,13.4550,120.84,5.2325,11.67,3.33,38.89,134.0908,港元,5.75
00945,宏利金融,2019/12,33422,21.09,16.5258,22.82,6.1450,6.06,6.14,37.18,150.3979,港元,5.966
00947,摩比發展,2015/12,105,-13.40,0.1291,-13.62,0.0400,10.61,2.92,30.97,1.7299,港元,1.1761
00947,摩比發展,2016/12,73,-30.60,0.0893,-30.81,0.0400,12.31,3.64,44.78,1.6954,港元,1.11125
00947,摩比發展,2017/12,-58,-,-0.0710,-,0.0400,-17.33,3.25,-56.36,1.7197,港元,1.1989
00947,摩比發展,2018/12,19,-,0.0231,-,0.0200,38.94,2.22,86.53,1.6141,港元,1.1386
00947,摩比發展,2019/12,26,38.85,0.0322,39.24,0.0200,25.17,2.47,62.14,-,港元,1.1175
00948,阿爾法企業,2015/03,-391412,-64039.26,-0.5133,40.64,0.0000,-0.41,0.00,0.00,0.0019,港元,7.7545
00948,阿爾法企業,2016/03,3,-,0.0039,-,0.0000,54.17,0.00,0.00,0.0057,港元,7.754
00948,阿爾法企業,2017/03,11,267.91,0.0140,260.74,0.0000,179.47,0.00,0.00,0.0197,港元,7.77
00948,阿爾法企業,2018/03,-176,-,-1.4700,-,0.0000,-1.37,0.00,0.00,0.4344,港元,1
00948,阿爾法企業,2019/03,29,-,0.1090,-,0.0000,12.39,0.00,0.00,0.8400,港元,1
00950,李氏大藥廠s,2015/12,229,18.78,0.3977,11.97,0.1040,19.19,1.36,26.15,2.5008,港元,1
00950,李氏大藥廠s,2016/12,252,10.02,0.4279,7.59,0.1120,26.08,1.00,26.17,2.7146,港元,1
00950,李氏大藥廠s,2017/12,233,-7.72,0.3938,-7.97,0.1040,18.18,1.45,26.41,3.0533,港元,1
00950,李氏大藥廠s,2018/12,418,79.86,0.7067,79.46,0.1180,5.38,3.11,16.70,3.7338,港元,1
00950,李氏大藥廠s,2019/12,126,-69.98,0.2122,-69.97,0.0560,17.44,1.51,26.39,3.9051,港元,1
00951,超威動力s,2015/12,390,-,0.3881,-,0.1141,12.68,2.32,29.39,2.9668,港元,1.1761
00951,超威動力s,2016/12,560,43.52,0.5334,37.43,0.0756,7.89,1.79,14.17,3.3129,港元,1.11125
00951,超威動力s,2017/12,545,-2.60,0.4915,-7.85,0.0743,6.33,2.39,15.12,3.9742,港元,1.1989
00951,超威動力s,2018/12,470,-13.82,0.4213,-14.30,0.0660,4.56,3.44,15.67,4.1135,港元,1.1386
00951,超威動力s,2019/12,627,33.49,0.5699,35.28,0.0840,4.04,3.65,14.74,-,港元,1.1175
00952,中國通海金融,2016/03,25,-31.49,0.0167,-42.70,0.0150,68.22,1.32,89.77,0.4023,港元,1
00952,中國通海金融,2017/03,-58,-,-0.0384,-,0.0000,-27.09,0.00,0.00,0.3642,港元,1
00952,中國通海金融,2017/12,43,-,0.0107,-,0.0000,50.51,0.00,0.00,0.9221,港元,1
00952,中國通海金融,2018/12,100,131.43,0.0161,50.80,0.0000,15.20,0.00,0.00,0.9354,港元,1
